"","ID","trial","trans","acc_et","gender","ethnicity","race","income","mother_edu","father_edu","age_years","age_months","condition","drop","target","familiarity","response","item","similar","acc"
"582","90","9",1,1,"Male","Hispanic","Caucasian","d","g","e",2.52,30.18,2,0,"Mouse","1","Left","MouseRefrigerator ","dissimilar",2
"583","91","9",1,1,"Male","Not Hispanic","African American","f","g","c",2.46,29.49,3,0,"Bunny","1","Left","BunnyStrawberry","dissimilar",2
"584","92","9",2,1,"Female","Not Hispanic","Caucasian ","d","g","g",2.55,30.54,4,0,"TV","1","Left","TVFork","dissimilar",2
"585","93","9",1,1,"Female","Not Hispanic","Asian","","","",2.68,32.15,5,0,"Crayon","1","Right","Teddy Bearcrayon","dissimilar",2
"586","94","9",2,1,"Female","Hispanic, american indian, asian-american","","f","f","e",2.33,27.95,6,0,"Refrigerator","1","Right","MouseRefrigerator ","dissimilar",2
"587","95","9",1,1,"Female","Not Hispanic ","Caucasian","e","e","g",2.85,34.16,6,0,"Refrigerator","1","Right","MouseRefrigerator ","dissimilar",2
"588","97","9",1,1," Female","Not Hispanic ","Caucasian","d","c","c",2.34,28.11,8,0,"Fork","1","Right","TVFork","dissimilar",2
"589","101","9",1,1,"Male","Caucasian",NA,"","e","e",2.52,30.21,4,0,"TV","1","Left","TVFork","dissimilar",2
"590","103","9",1,1,"Female","Caucasian ",NA,"e","c","b",2.68,32.19,6,0,"Refrigerator","1","Right","MouseRefrigerator ","dissimilar",2
"591","106","9",0,1,"Female","Caucasian","","f","e","e",2.55,30.58,2,0,"Mouse","1","Left","MouseRefrigerator ","dissimilar",2
"592","108","9",0,1,"Male","Caucasian",NA,"f","e","g",2.43,29.16,4,0,"TV","1","Left","TVFork","dissimilar",2
"593","109","9",0,0,"Male","Caucasion, Asian-American","","f","e","g",2.39,28.67,1,0,"Teddy_Bear","1","Right","Teddy Bearcrayon","dissimilar",1
"594","110","9",1,1,"Male","Caucasian","","f","e","e",2.44,29.29,6,0,"Refrigerator","1","Right","MouseRefrigerator ","dissimilar",2
"595","111","9",2,1,"Female","Caucasian","","f","e","e",2.64,31.69,7,0,"Strawberry","1","Right","BunnyStrawberry","dissimilar",2
"596","112","9",0,1,"Male","Caucasian","","f","e","e",2.65,31.86,8,0,"Fork","1","Right","TVFork","dissimilar",2
"597","114","9",0,1,"Male","Non-Hispanic","Caucasian","d","d","d",2.33,27.95,2,0,"Mouse","1","Left","MouseRefrigerator ","dissimilar",2
"598","115","9",2,1,"Male","Non-Hispanic","Caucasian","b","c","b",2.54,30.51,3,0,"Bunny","1","Left","BunnyStrawberry","dissimilar",2
"599","116","9",0,1,"Female","Asian-Russian","","d","e","d",2.49,29.85,4,0,"TV","1","Left","TVFork","dissimilar",2
"600","117","9",0,0,"Male","Non-Hispanic","Caucasian","e","e","g",2.59,31.04,5,0,"Crayon","1","Left","Teddy Bearcrayon","dissimilar",1
"601","118","9",5,1,"Male","Non-Hispanic","Caucasian","f","e","g",2.28,27.39,6,0,"Refrigerator","1","Right","MouseRefrigerator ","dissimilar",2
"602","123","9",0,1,"Male","Caucasian","","f","g","g",2.64,31.73,3,0,"Bunny","1","Left","BunnyStrawberry","dissimilar",2
"603","122","10",0,1,"Male","Hispanic","Caucasian","b","d","d",2.43,29.16,2,0,"Grapes","1","Right","ChairGrapes","dissimilar",2
"604","35","10",0,1,"Male","Non-Hispanic","Asian & Caucasian","f","e","e",2.27,27.25,3,0,"Bicycle","1","Right","Ice creamBicycle","dissimilar",2
"605","36","10",1,1,"Female","Non-Hispanic","Caucasian","f","d","g",2.24,26.83,4,0,"Pizza","1","Right","ShoePizza","dissimilar",2
"606","37","10",0,0,"Female","Non-Hispanic","Caucasian","f","e","e",2.2,26.4,5,0,"Jacket","1","Right","JacketPillow","dissimilar",1
"607","38","10",1,1,"Female","Non-Hispanic","Asian & Caucasian","f","d","e",2.21,26.5,6,0,"Chair","1","Left","ChairGrapes","dissimilar",2
"608","39","10",1,1,"Male","Non-Hispanic","Caucasian","c","b","b",2.19,26.24,7,0,"Ice_Cream","1","Left","Ice creamBicycle","dissimilar",2
"609","41","10",0,1,"Female","Hispanic","","f","d","d",2.23,26.79,1,0,"Pillow","1","Right","JacketPillow","dissimilar",2
"610","42","10",1,1,"Male"," Not Hispanic","Caucasian","c","d","d",2.53,30.31,2,0,"Grapes","1","Right","ChairGrapes","dissimilar",2
"611","43","10",0,1,"Female","Not Hispanic","Caucasian","f","g","e",2.33,27.95,3,0,"Bicycle","1","Right","Ice creamBicycle","dissimilar",2
"612","44","10",2,1,"Male","Not Hispanic","Caucasian","b","d","b",2.27,27.19,4,0,"Pizza","1","Right","ShoePizza","dissimilar",2
"613","45","10",1,1,"Female","Not Hispanic","Caucasian","","d","g",2.39,28.73,5,0,"Jacket","1","Left","JacketPillow","dissimilar",2
"614","46","10",1,1,"Male","Not Hispanic","Caucasian","e","e","g",2.33,27.91,6,0,"Chair","1","Left","ChairGrapes","dissimilar",2
"615","48","10",0,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,8,0,"Shoe","1","Left","ShoePizza","dissimilar",2
"616","49","10",1,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,1,0,"Pillow","1","Right","JacketPillow","dissimilar",2
"617","50","10",3,0,"Female","Not Hispanic","Asian and Caucasian","d","e","g",2.22,26.7,2,0,"Grapes","1","Left","ChairGrapes","dissimilar",1
"618","51","10",1,1,"Male","Not Hispanic","Caucasian","f","g","e",2.47,29.69,3,0,"Bicycle","1","Right","Ice creamBicycle","dissimilar",2
"619","52","10",2,0,"Female","Not Hispanic","Caucasian","e","e","c",2.2,26.37,4,0,"Pizza","1","Left","ShoePizza","dissimilar",1
"620","53","10",0,1,"Male","Not Hispanic","Caucasian","e","c","e",2.3,27.55,5,0,"Jacket","1","Left","JacketPillow","dissimilar",2
"621","54","10",0,1,"Female","Hispanic","Caucasian","f","c","d",2.16,25.94,6,0,"Chair","1","Left","ChairGrapes","dissimilar",2
"622","55","10",0,1,"Female","Not Hispanic","Caucasian","f","h","h",2.28,27.35,7,0,"Ice_Cream","1","Left","Ice creamBicycle","dissimilar",2
"623","56","10",1,1,"Female","Not Hispanic","Caucasian","f","g","e",2.45,29.39,8,0,"Shoe","1","Left","ShoePizza","dissimilar",2
"624","57","10",1,1,"Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,1,0,"Pillow","1","Right","JacketPillow","dissimilar",2
"625","58","10",3,1,"Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,2,0,"Grapes","1","Right","ChairGrapes","dissimilar",2
"626","59","10",0,1,"Male","Not Hispanic","Caucasian","d","d","e",2.27,27.19,3,0,"Bicycle","1","Right","Ice creamBicycle","dissimilar",2
"627","62","10",2,1,"Female","1/8 Hispanic","Caucasian","d","e","b",2.34,28.04,6,0,"Chair","1","Left","ChairGrapes","dissimilar",2
"628","63","10",1,1,"Male","Hispanic","","e","c","c",2.36,28.34,7,0,"Ice_Cream","1","Left","Ice creamBicycle","dissimilar",2
"629","64","10",0,1,"","Not Hispanic","Caucasian","c","c","d",2.41,28.96,8,0,"Shoe","1","Left","ShoePizza","dissimilar",2
"630","65","10",1,1,"Male","","Caucasian","f","e","e",2.48,29.72,1,0,"Pillow","1","Right","JacketPillow","dissimilar",2
"631","66","10",0,1,"Female","Not Hispanic","Asian/Caucasian","f","g","f",2.41,28.96,2,0,"Grapes","1","Right","ChairGrapes","dissimilar",2
"632","67","10",1,1,"Female","Not Hispanic","Caucasian","e","e","e",2.33,28.01,3,0,"Bicycle","1","Right","Ice creamBicycle","dissimilar",2
"633","68","10",2,1,"Male","Not Hispanic","Caucasian","e","c","d",2.32,27.88,4,0,"Pizza","1","Right","ShoePizza","dissimilar",2
"634","69","10",2,1,"Male","Not Hispanic","Caucasian","f","g","g",2.36,28.37,5,0,"Jacket","1","Left","JacketPillow","dissimilar",2
"635","70","10",0,0,"Male","Hispanic","","b","b","b",2.55,30.61,6,0,"Chair","1","Right","ChairGrapes","dissimilar",1
"636","71","10",1,1,"Female","Not Hispanic","Caucasian","e","d","b",2.56,30.71,7,0,"Ice_Cream","1","Left","Ice creamBicycle","dissimilar",2
"637","72","10",2,1,"Female","Hispanic","Caucasian","d","d","d",2.48,29.75,8,0,"Shoe","1","Left","ShoePizza","dissimilar",2
"638","73","10",2,1,"Male","Not Hispanic","Caucasian","e","e","e",2.27,27.19,1,0,"Pillow","1","Right","JacketPillow","dissimilar",2
"639","74","10",1,1,"Male","Not Hispanic","Caucasian","f","d","h",2.52,30.21,2,0,"Grapes","1","Right","ChairGrapes","dissimilar",2
"640","75","10",1,1,"Female","Not Hispanic","Caucasian","f","e","b",2.56,30.71,3,0,"Bicycle","1","Right","Ice creamBicycle","dissimilar",2
"641","76","10",0,1,"Female","Not Hispanic","Caucasian","d","d","d",2.22,26.7,4,0,"Pizza","1","Right","ShoePizza","dissimilar",2
"642","78","10",0,1,"Female","Not Hispanic","Caucasian","f","c","d",2.43,29.16,6,0,"Chair","1","Left","ChairGrapes","dissimilar",2
"643","79","10",1,1,"Male","Hispanic","Caucasian","f","e","e",2.49,29.85,7,0,"Ice_Cream","1","Left","Ice creamBicycle","dissimilar",2
"644","80","10",1,1,"Male","Not Hispanic","Caucasian","f","e","e",2.14,25.68,8,0,"Shoe","1","Left","ShoePizza","dissimilar",2
"645","81","10",2,1,"Male ","Hispanic","Caucasian","d","c","d",2.36,28.27,1,0,"Pillow","1","Right","JacketPillow","dissimilar",2
"646","83","10",2,1,"Male ","Not hipanic ","Caucasian ","d","g","g",2.41,28.9,3,0,"Bicycle","1","Right","Ice creamBicycle","dissimilar",2
"647","86","10",0,0,"Female","Not Hispanic","Caucasian","f","g","d",2.21,26.53,6,0,"Chair","1","Right","ChairGrapes","dissimilar",1
"648","87","10",1,1,"Male","Hispanic ","Caucasian","e","g","e",2.34,28.11,7,0,"Ice_Cream","1","Left","Ice creamBicycle","dissimilar",2
"649","88","10",0,1,"Male ","Not Hispanic ","Native Hawaiian & Caucasian","c","c","g",2.25,26.99,8,0,"Shoe","1","Left","ShoePizza","dissimilar",2
"650","89","10",0,1,"Female","Not Hispanic","Caucasian ","d","b","b",2.21,26.47,1,0,"Pillow","1","Right","JacketPillow","dissimilar",2
"651","90","10",1,1,"Male","Hispanic","Caucasian","d","g","e",2.52,30.18,2,0,"Grapes","1","Right","ChairGrapes","dissimilar",2
"652","91","10",8,1,"Male","Not Hispanic","African American","f","g","c",2.46,29.49,3,0,"Bicycle","1","Right","Ice creamBicycle","dissimilar",2
"653","92","10",2,1,"Female","Not Hispanic","Caucasian ","d","g","g",2.55,30.54,4,0,"Pizza","1","Right","ShoePizza","dissimilar",2
"654","94","10",2,1,"Female","Hispanic, american indian, asian-american","","f","f","e",2.33,27.95,6,0,"Chair","1","Left","ChairGrapes","dissimilar",2
"655","95","10",0,1,"Female","Not Hispanic ","Caucasian","e","e","g",2.85,34.16,6,0,"Chair","1","Left","ChairGrapes","dissimilar",2
"656","97","10",2,1," Female","Not Hispanic ","Caucasian","d","c","c",2.34,28.11,8,0,"Shoe","1","Left","ShoePizza","dissimilar",2
"657","98","10",0,1,"Male","Hispanic","American Indian or Alaskan / Caucasian","e","g","d",2.64,31.73,1,0,"Pillow","1","Right","JacketPillow","dissimilar",2
"658","103","10",0,1,"Female","Caucasian ",NA,"e","c","b",2.68,32.19,6,0,"Chair","1","Left","ChairGrapes","dissimilar",2
"659","106","10",1,0,"Female","Caucasian","","f","e","e",2.55,30.58,2,0,"Grapes","1","Left","ChairGrapes","dissimilar",1
"660","107","10",0,1,"Male","African American, Caucasian, American Indian, Asian-American",NA,"d","g","c",2.6,31.17,3,0,"Bicycle","1","Right","Ice creamBicycle","dissimilar",2
"661","108","10",2,1,"Male","Caucasian",NA,"f","e","g",2.43,29.16,4,0,"Pizza","1","Right","ShoePizza","dissimilar",2
"662","109","10",1,0,"Male","Caucasion, Asian-American","","f","e","g",2.39,28.67,1,0,"Pillow","1","Left","JacketPillow","dissimilar",1
"663","110","10",1,1,"Male","Caucasian","","f","e","e",2.44,29.29,6,0,"Chair","1","Left","ChairGrapes","dissimilar",2
"664","111","10",0,1,"Female","Caucasian","","f","e","e",2.64,31.69,7,0,"Ice_Cream","1","Left","Ice creamBicycle","dissimilar",2
"665","112","10",1,1,"Male","Caucasian","","f","e","e",2.65,31.86,8,0,"Shoe","1","Left","ShoePizza","dissimilar",2
"666","114","10",0,1,"Male","Non-Hispanic","Caucasian","d","d","d",2.33,27.95,2,0,"Grapes","1","Right","ChairGrapes","dissimilar",2
"667","116","10",1,1,"Female","Asian-Russian","","d","e","d",2.49,29.85,4,0,"Pizza","1","Right","ShoePizza","dissimilar",2
"668","117","10",0,1,"Male","Non-Hispanic","Caucasian","e","e","g",2.59,31.04,5,0,"Jacket","1","Left","JacketPillow","dissimilar",2
"669","118","10",1,1,"Male","Non-Hispanic","Caucasian","f","e","g",2.28,27.39,6,0,"Chair","1","Left","ChairGrapes","dissimilar",2
"670","123","10",0,1,"Male","Caucasian","","f","g","g",2.64,31.73,3,0,"Bicycle","1","Right","Ice creamBicycle","dissimilar",2
"671","122","11",3,1,"Male","Hispanic","Caucasian","b","d","d",2.43,29.16,2,0,"Dog","1","Right","ClockDog","dissimilar",2
"672","34","11",0,1,"Female","Hispanic","Caucasian","d","e","e",2.35,28.21,2,0,"Dog","1","Right","ClockDog","dissimilar",2
"673","35","11",1,1,"Male","Non-Hispanic","Asian & Caucasian","f","e","e",2.27,27.25,3,0,"Bread","1","Right","OrangeBread","dissimilar",2
"674","36","11",0,1,"Female","Non-Hispanic","Caucasian","f","d","g",2.24,26.83,4,0,"Leaf","1","Right","BottleLeaf","dissimilar",2
"675","37","11",0,0,"Female","Non-Hispanic","Caucasian","f","e","e",2.2,26.4,5,0,"Pig","1","Right","PigButterfly","dissimilar",1
"676","38","11",1,1,"Female","Non-Hispanic","Asian & Caucasian","f","d","e",2.21,26.5,6,0,"Clock","1","Left","ClockDog","dissimilar",2
"677","39","11",2,1,"Male","Non-Hispanic","Caucasian","c","b","b",2.19,26.24,7,0,"Orange","1","Left","OrangeBread","dissimilar",2
"678","41","11",0,1,"Female","Hispanic","","f","d","d",2.23,26.79,1,0,"Butterfly","1","Right","PigButterfly","dissimilar",2
"679","42","11",1,0,"Male"," Not Hispanic","Caucasian","c","d","d",2.53,30.31,2,0,"Dog","1","Left","ClockDog","dissimilar",1
"680","43","11",0,1,"Female","Not Hispanic","Caucasian","f","g","e",2.33,27.95,3,0,"Bread","1","Right","OrangeBread","dissimilar",2
"681","44","11",2,1,"Male","Not Hispanic","Caucasian","b","d","b",2.27,27.19,4,0,"Leaf","1","Right","BottleLeaf","dissimilar",2
"682","46","11",0,1,"Male","Not Hispanic","Caucasian","e","e","g",2.33,27.91,6,0,"Clock","1","Left","ClockDog","dissimilar",2
"683","48","11",0,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,8,0,"Bottle","1","Left","BottleLeaf","dissimilar",2
"684","49","11",0,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,1,0,"Butterfly","1","Right","PigButterfly","dissimilar",2
"685","50","11",0,1,"Female","Not Hispanic","Asian and Caucasian","d","e","g",2.22,26.7,2,0,"Dog","1","Right","ClockDog","dissimilar",2
"686","51","11",1,1,"Male","Not Hispanic","Caucasian","f","g","e",2.47,29.69,3,0,"Bread","1","Right","OrangeBread","dissimilar",2
"687","52","11",0,1,"Female","Not Hispanic","Caucasian","e","e","c",2.2,26.37,4,0,"Leaf","1","Right","BottleLeaf","dissimilar",2
"688","53","11",0,1,"Male","Not Hispanic","Caucasian","e","c","e",2.3,27.55,5,0,"Pig","1","Left","PigButterfly","dissimilar",2
"689","54","11",0,1,"Female","Hispanic","Caucasian","f","c","d",2.16,25.94,6,0,"Clock","1","Left","ClockDog","dissimilar",2
"690","55","11",0,1,"Female","Not Hispanic","Caucasian","f","h","h",2.28,27.35,7,0,"Orange","1","Left","OrangeBread","dissimilar",2
"691","56","11",3,1,"Female","Not Hispanic","Caucasian","f","g","e",2.45,29.39,8,0,"Bottle","1","Left","BottleLeaf","dissimilar",2
"692","57","11",0,1,"Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,1,0,"Butterfly","1","Right","PigButterfly","dissimilar",2
"693","58","11",0,1,"Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,2,0,"Dog","1","Right","ClockDog","dissimilar",2
"694","59","11",2,1,"Male","Not Hispanic","Caucasian","d","d","e",2.27,27.19,3,0,"Bread","1","Right","OrangeBread","dissimilar",2
"695","62","11",1,1,"Female","1/8 Hispanic","Caucasian","d","e","b",2.34,28.04,6,0,"Clock","1","Left","ClockDog","dissimilar",2
"696","63","11",0,1,"Male","Hispanic","","e","c","c",2.36,28.34,7,0,"Orange","1","Left","OrangeBread","dissimilar",2
"697","64","11",0,1,"","Not Hispanic","Caucasian","c","c","d",2.41,28.96,8,0,"Bottle","1","Left","BottleLeaf","dissimilar",2
"698","65","11",0,1,"Male","","Caucasian","f","e","e",2.48,29.72,1,0,"Butterfly","1","Right","PigButterfly","dissimilar",2
"699","66","11",0,1,"Female","Not Hispanic","Asian/Caucasian","f","g","f",2.41,28.96,2,0,"Dog","1","Right","ClockDog","dissimilar",2
"700","67","11",0,1,"Female","Not Hispanic","Caucasian","e","e","e",2.33,28.01,3,0,"Bread","1","Right","OrangeBread","dissimilar",2
"701","68","11",3,1,"Male","Not Hispanic","Caucasian","e","c","d",2.32,27.88,4,0,"Leaf","1","Right","BottleLeaf","dissimilar",2
"702","69","11",2,1,"Male","Not Hispanic","Caucasian","f","g","g",2.36,28.37,5,0,"Pig","1","Left","PigButterfly","dissimilar",2
"703","71","11",2,1,"Female","Not Hispanic","Caucasian","e","d","b",2.56,30.71,7,0,"Orange","1","Left","OrangeBread","dissimilar",2
"704","72","11",2,1,"Female","Hispanic","Caucasian","d","d","d",2.48,29.75,8,0,"Bottle","1","Left","BottleLeaf","dissimilar",2
"705","73","11",0,1,"Male","Not Hispanic","Caucasian","e","e","e",2.27,27.19,1,0,"Butterfly","1","Right","PigButterfly","dissimilar",2
"706","74","11",1,1,"Male","Not Hispanic","Caucasian","f","d","h",2.52,30.21,2,0,"Dog","1","Right","ClockDog","dissimilar",2
"707","75","11",0,1,"Female","Not Hispanic","Caucasian","f","e","b",2.56,30.71,3,0,"Bread","1","Right","OrangeBread","dissimilar",2
"708","76","11",0,1,"Female","Not Hispanic","Caucasian","d","d","d",2.22,26.7,4,0,"Leaf","1","Right","BottleLeaf","dissimilar",2
"709","78","11",0,1,"Female","Not Hispanic","Caucasian","f","c","d",2.43,29.16,6,0,"Clock","1","Left","ClockDog","dissimilar",2
"710","79","11",1,1,"Male","Hispanic","Caucasian","f","e","e",2.49,29.85,7,0,"Orange","1","Left","OrangeBread","dissimilar",2
"711","80","11",0,1,"Male","Not Hispanic","Caucasian","f","e","e",2.14,25.68,8,0,"Bottle","1","Left","BottleLeaf","dissimilar",2
"712","81","11",0,1,"Male ","Hispanic","Caucasian","d","c","d",2.36,28.27,1,0,"Butterfly","1","Right","PigButterfly","dissimilar",2
"713","83","11",1,1,"Male ","Not hipanic ","Caucasian ","d","g","g",2.41,28.9,3,0,"Bread","1","Right","OrangeBread","dissimilar",2
"714","86","11",4,1,"Female","Not Hispanic","Caucasian","f","g","d",2.21,26.53,6,0,"Clock","1","Left","ClockDog","dissimilar",2
"715","87","11",1,1,"Male","Hispanic ","Caucasian","e","g","e",2.34,28.11,7,0,"Orange","1","Left","OrangeBread","dissimilar",2
"716","89","11",0,1,"Female","Not Hispanic","Caucasian ","d","b","b",2.21,26.47,1,0,"Butterfly","1","Right","PigButterfly","dissimilar",2
"717","90","11",1,1,"Male","Hispanic","Caucasian","d","g","e",2.52,30.18,2,0,"Dog","1","Right","ClockDog","dissimilar",2
"718","92","11",0,1,"Female","Not Hispanic","Caucasian ","d","g","g",2.55,30.54,4,0,"Leaf","1","Right","BottleLeaf","dissimilar",2
"719","93","11",3,1,"Female","Not Hispanic","Asian","","","",2.68,32.15,5,0,"Pig","1","Left","PigButterfly","dissimilar",2
"720","94","11",1,1,"Female","Hispanic, american indian, asian-american","","f","f","e",2.33,27.95,6,0,"Clock","1","Left","ClockDog","dissimilar",2
"721","95","11",0,1,"Female","Not Hispanic ","Caucasian","e","e","g",2.85,34.16,6,0,"Clock","1","Left","ClockDog","dissimilar",2
"722","97","11",0,1," Female","Not Hispanic ","Caucasian","d","c","c",2.34,28.11,8,0,"Bottle","1","Left","BottleLeaf","dissimilar",2
"723","98","11",0,1,"Male","Hispanic","American Indian or Alaskan / Caucasian","e","g","d",2.64,31.73,1,0,"Butterfly","1","Right","PigButterfly","dissimilar",2
"724","101","11",2,0,"Male","Caucasian",NA,"","e","e",2.52,30.21,4,0,"Leaf","1","Left","BottleLeaf","dissimilar",1
"725","103","11",0,1,"Female","Caucasian ",NA,"e","c","b",2.68,32.19,6,0,"Clock","1","Left","ClockDog","dissimilar",2
"726","106","11",1,1,"Female","Caucasian","","f","e","e",2.55,30.58,2,0,"Dog","1","Right","ClockDog","dissimilar",2
"727","107","11",1,1,"Male","African American, Caucasian, American Indian, Asian-American",NA,"d","g","c",2.6,31.17,3,0,"Bread","1","Right","OrangeBread","dissimilar",2
"728","108","11",1,1,"Male","Caucasian",NA,"f","e","g",2.43,29.16,4,0,"Leaf","1","Right","BottleLeaf","dissimilar",2
"729","109","11",0,0,"Male","Caucasion, Asian-American","","f","e","g",2.39,28.67,1,0,"Butterfly","1","Left","PigButterfly","dissimilar",1
"730","111","11",2,1,"Female","Caucasian","","f","e","e",2.64,31.69,7,0,"Orange","1","Left","OrangeBread","dissimilar",2
"731","112","11",0,1,"Male","Caucasian","","f","e","e",2.65,31.86,8,0,"Bottle","1","Left","BottleLeaf","dissimilar",2
"732","114","11",1,1,"Male","Non-Hispanic","Caucasian","d","d","d",2.33,27.95,2,0,"Dog","1","Right","ClockDog","dissimilar",2
"733","116","11",1,1,"Female","Asian-Russian","","d","e","d",2.49,29.85,4,0,"Leaf","1","Right","BottleLeaf","dissimilar",2
"734","117","11",1,1,"Male","Non-Hispanic","Caucasian","e","e","g",2.59,31.04,5,0,"Pig","1","Left","PigButterfly","dissimilar",2
"735","118","11",0,1,"Male","Non-Hispanic","Caucasian","f","e","g",2.28,27.39,6,0,"Clock","1","Left","ClockDog","dissimilar",2
"736","123","11",0,1,"Male","Caucasian","","f","g","g",2.64,31.73,3,0,"Bread","1","Right","OrangeBread","dissimilar",2
"737","122","12",2,0,"Male","Hispanic","Caucasian","b","d","d",2.43,29.16,2,0,"Teddy_Bear","1","Right","Teddy BearDoll","similar",1
"738","34","12",1,1,"Female","Hispanic","Caucasian","d","e","e",2.35,28.21,2,0,"Teddy_Bear","1","Left","Teddy BearDoll","similar",2
"739","35","12",1,1,"Male","Non-Hispanic","Asian & Caucasian","f","e","e",2.27,27.25,3,0,"Pig","1","Left","PigDuck ","similar",2
"740","36","12",1,1,"Female","Non-Hispanic","Caucasian","f","d","g",2.24,26.83,4,0,"Ice_Cream","1","Left","Ice creamBroccoli","similar",2
"741","37","12",0,1,"Female","Non-Hispanic","Caucasian","f","e","e",2.2,26.4,5,0,"Fork","1","Right","SpoonFork","similar",2
"742","38","12",1,1,"Female","Non-Hispanic","Asian & Caucasian","f","d","e",2.21,26.5,6,0,"Doll","1","Right","Teddy BearDoll","similar",2
"743","39","12",0,1,"Male","Non-Hispanic","Caucasian","c","b","b",2.19,26.24,7,0,"Duck","1","Right","PigDuck ","similar",2
"744","41","12",0,0,"Female","Hispanic","","f","d","d",2.23,26.79,1,0,"Spoon","1","Right","SpoonFork","similar",1
"745","42","12",3,0,"Male"," Not Hispanic","Caucasian","c","d","d",2.53,30.31,2,0,"Teddy_Bear","1","Right","Teddy BearDoll","similar",1
"746","43","12",1,1,"Female","Not Hispanic","Caucasian","f","g","e",2.33,27.95,3,0,"Pig","1","Left","PigDuck ","similar",2
"747","44","12",2,1,"Male","Not Hispanic","Caucasian","b","d","b",2.27,27.19,4,0,"Ice_Cream","1","Left","Ice creamBroccoli","similar",2
"748","45","12",0,1,"Female","Not Hispanic","Caucasian","","d","g",2.39,28.73,5,0,"Fork","1","Right","SpoonFork","similar",2
"749","48","12",0,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,8,0,"Broccoli","1","Right","Ice creamBroccoli","similar",2
"750","49","12",0,1,"Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,1,0,"Spoon","1","Left","SpoonFork","similar",2
"751","50","12",0,1,"Female","Not Hispanic","Asian and Caucasian","d","e","g",2.22,26.7,2,0,"Teddy_Bear","1","Left","Teddy BearDoll","similar",2
"752","51","12",2,1,"Male","Not Hispanic","Caucasian","f","g","e",2.47,29.69,3,0,"Pig","1","Left","PigDuck ","similar",2
"753","52","12",2,1,"Female","Not Hispanic","Caucasian","e","e","c",2.2,26.37,4,0,"Ice_Cream","1","Left","Ice creamBroccoli","similar",2
"754","53","12",0,1,"Male","Not Hispanic","Caucasian","e","c","e",2.3,27.55,5,0,"Fork","1","Right","SpoonFork","similar",2
"755","54","12",1,0,"Female","Hispanic","Caucasian","f","c","d",2.16,25.94,6,0,"Doll","1","Left","Teddy BearDoll","similar",1
"756","55","12",0,1,"Female","Not Hispanic","Caucasian","f","h","h",2.28,27.35,7,0,"Duck","1","Right","PigDuck ","similar",2
"757","56","12",2,1,"Female","Not Hispanic","Caucasian","f","g","e",2.45,29.39,8,0,"Broccoli","1","Right","Ice creamBroccoli","similar",2
"758","57","12",0,1,"Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,1,0,"Spoon","1","Left","SpoonFork","similar",2
"759","58","12",1,1,"Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,2,0,"Teddy_Bear","1","Left","Teddy BearDoll","similar",2
"760","59","12",1,1,"Male","Not Hispanic","Caucasian","d","d","e",2.27,27.19,3,0,"Pig","1","Left","PigDuck ","similar",2
"761","62","12",1,1,"Female","1/8 Hispanic","Caucasian","d","e","b",2.34,28.04,6,0,"Doll","1","Right","Teddy BearDoll","similar",2
"762","63","12",2,1,"Male","Hispanic","","e","c","c",2.36,28.34,7,0,"Duck","1","Right","PigDuck ","similar",2
"763","64","12",1,0,"","Not Hispanic","Caucasian","c","c","d",2.41,28.96,8,0,"Broccoli","1","Left","Ice creamBroccoli","similar",1
"764","65","12",0,1,"Male","","Caucasian","f","e","e",2.48,29.72,1,0,"Spoon","1","Left","SpoonFork","similar",2
"765","66","12",0,0,"Female","Not Hispanic","Asian/Caucasian","f","g","f",2.41,28.96,2,0,"Teddy_Bear","1","Right","Teddy BearDoll","similar",1
"766","67","12",0,1,"Female","Not Hispanic","Caucasian","e","e","e",2.33,28.01,3,0,"Pig","1","Left","PigDuck ","similar",2
"767","68","12",2,1,"Male","Not Hispanic","Caucasian","e","c","d",2.32,27.88,4,0,"Ice_Cream","1","Left","Ice creamBroccoli","similar",2
"768","69","12",2,1,"Male","Not Hispanic","Caucasian","f","g","g",2.36,28.37,5,0,"Fork","1","Right","SpoonFork","similar",2
"769","71","12",1,1,"Female","Not Hispanic","Caucasian","e","d","b",2.56,30.71,7,0,"Duck","1","Right","PigDuck ","similar",2
"770","72","12",3,0,"Female","Hispanic","Caucasian","d","d","d",2.48,29.75,8,0,"Broccoli","1","Left","Ice creamBroccoli","similar",1
"771","73","12",0,0,"Male","Not Hispanic","Caucasian","e","e","e",2.27,27.19,1,0,"Spoon","1","Right","SpoonFork","similar",1
